,Unnamed: 0,material_id,formation_energy_per_atom,band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup.number,spacegroup.number.conv,cif.conv
0,0.9214761170099449,JVASP-961,0,0,Pb1,0,['Pb'],"# generated using pymatgen
data_Pb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.48582400
_cell_length_b   3.48582400
_cell_length_c   3.48582400
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pb
_chemical_formula_sum   Pb1
_cell_volume   29.95031327
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pb  Pb0  1  0.52782122  0.86602504  0.01018335  1.0
",0,0,"# generated using pymatgen
data_Pb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.48582400
_cell_length_b   3.48582400
_cell_length_c   3.48582400
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pb
_chemical_formula_sum   Pb1
_cell_volume   29.95031327
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pb  Pb0  1  0.52782122  0.86602504  0.01018335  1.0
"
1,0.7328574587735645,JVASP-14837,0,0,V1,0,['V'],"# generated using pymatgen
data_V
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.56179000
_cell_length_b   2.56179000
_cell_length_c   2.56179000
_cell_angle_alpha   109.47120000
_cell_angle_beta   109.47120000
_cell_angle_gamma   109.47120000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V
_chemical_formula_sum   V1
_cell_volume   12.94222719
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.00000000  0.00000000  0.00000000  1.0
",0,0,"# generated using pymatgen
data_V
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.56179000
_cell_length_b   2.56179000
_cell_length_c   2.56179000
_cell_angle_alpha   109.47120000
_cell_angle_beta   109.47120000
_cell_angle_gamma   109.47120000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V
_chemical_formula_sum   V1
_cell_volume   12.94222719
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.00000000  0.00000000  0.00000000  1.0
"
2,0.9770397520112187,JVASP-139627,0,0,Na1 Ti1 O2,0,"['Na', 'Ti', 'O']","# generated using pymatgen
data_NaTiO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.89860000
_cell_length_b   2.89860000
_cell_length_c   5.59344000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaTiO2
_chemical_formula_sum   'Na1 Ti1 O2'
_cell_volume   46.99542263
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.00000000  0.00000000  0.30144001  1.0
  Ti  Ti1  1  0.50000041  0.50000041  0.83014667  1.0
  O  O2  1  0.00000000  0.00000000  0.72788246  1.0
  O  O3  1  0.50000041  0.50000041  0.14052895  1.0
",0,0,"# generated using pymatgen
data_NaTiO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.89860000
_cell_length_b   2.89860000
_cell_length_c   5.59344000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaTiO2
_chemical_formula_sum   'Na1 Ti1 O2'
_cell_volume   46.99542263
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.00000000  0.00000000  0.30144001  1.0
  Ti  Ti1  1  0.50000041  0.50000041  0.83014667  1.0
  O  O2  1  0.00000000  0.00000000  0.72788246  1.0
  O  O3  1  0.50000041  0.50000041  0.14052895  1.0
"
3,0.4895759087132001,JVASP-14724,0,0,Co1 N1,0,"['Co', 'N']","# generated using pymatgen
data_CoN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.96731700
_cell_length_b   2.96731700
_cell_length_c   2.96731700
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CoN
_chemical_formula_sum   'Co1 N1'
_cell_volume   18.47467624
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.00000000  0.00000000  0.00000000  1.0
  N  N1  1  0.26391055  0.43301242  0.00509167  1.0
",0,0,"# generated using pymatgen
data_CoN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.96731700
_cell_length_b   2.96731700
_cell_length_c   2.96731700
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CoN
_chemical_formula_sum   'Co1 N1'
_cell_volume   18.47467624
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.00000000  0.00000000  0.00000000  1.0
  N  N1  1  0.26391055  0.43301242  0.00509167  1.0
"
4,0.3938263684898222,JVASP-74951,0,0,Be2 Ge1 Ir1,0,"['Be', 'Ge', 'Ir']","# generated using pymatgen
data_Be2GeIr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98936000
_cell_length_b   2.98936000
_cell_length_c   5.08265000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Be2GeIr
_chemical_formula_sum   'Be2 Ge1 Ir1'
_cell_volume   45.41994903
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.00000000  0.00000000  0.01868650  1.0
  Be  Be1  1  0.49999968  0.49999968  0.22919899  1.0
  Ge  Ge2  1  0.00000000  0.00000000  0.47669833  1.0
  Ir  Ir3  1  0.49999968  0.49999968  0.77541617  1.0
",0,0,"# generated using pymatgen
data_Be2GeIr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98936000
_cell_length_b   2.98936000
_cell_length_c   5.08265000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Be2GeIr
_chemical_formula_sum   'Be2 Ge1 Ir1'
_cell_volume   45.41994903
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.00000000  0.00000000  0.01868650  1.0
  Be  Be1  1  0.49999968  0.49999968  0.22919899  1.0
  Ge  Ge2  1  0.00000000  0.00000000  0.47669833  1.0
  Ir  Ir3  1  0.49999968  0.49999968  0.77541617  1.0
"
5,0.2400689842907393,JVASP-36335,0,0,Nb1 N1,0,"['Nb', 'N']","# generated using pymatgen
data_NbN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.71129000
_cell_length_b   2.71129000
_cell_length_c   2.71129000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbN
_chemical_formula_sum   'Nb1 N1'
_cell_volume   19.93094620
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.00000000  0.00000000  0.00000000  1.0
  N  N1  1  0.50000083  0.50000083  0.50000083  1.0
",0,0,"# generated using pymatgen
data_NbN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.71129000
_cell_length_b   2.71129000
_cell_length_c   2.71129000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbN
_chemical_formula_sum   'Nb1 N1'
_cell_volume   19.93094620
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.00000000  0.00000000  0.00000000  1.0
  N  N1  1  0.50000083  0.50000083  0.50000083  1.0
"
6,0.3635702219758835,JVASP-1151,0,0,Mg1 B2,0,"['Mg', 'B']","# generated using pymatgen
data_MgB2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.06496000
_cell_length_b   3.06496600
_cell_length_c   3.49782000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99990000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgB2
_chemical_formula_sum   'Mg1 B2'
_cell_volume   28.45633718
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  1.0
  B  B1  1  0.33333333  0.66666667  0.50000013  1.0
  B  B2  1  0.66666667  0.33333333  0.50000013  1.0
",0,0,"# generated using pymatgen
data_MgB2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.06496000
_cell_length_b   3.06496600
_cell_length_c   3.49782000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99990000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgB2
_chemical_formula_sum   'Mg1 B2'
_cell_volume   28.45633718
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  1.0
  B  B1  1  0.33333333  0.66666667  0.50000013  1.0
  B  B2  1  0.66666667  0.33333333  0.50000013  1.0
"
7,0.5285320930989523,JVASP-19852,0,0,Ru2 O4,0,"['Ru', 'O']","# generated using pymatgen
data_RuO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.46974000
_cell_length_b   4.46974000
_cell_length_c   3.09297000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RuO2
_chemical_formula_sum   'Ru2 O4'
_cell_volume   61.79313518
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ru  Ru0  1  0.50000035  0.50000035  0.50000013  1.0
  Ru  Ru1  1  0.00000000  0.00000000  0.00000000  1.0
  O  O2  1  0.80605972  0.19394161  0.50000013  1.0
  O  O3  1  0.19394161  0.80605972  0.50000013  1.0
  O  O4  1  0.69394227  0.69394227  0.00000000  1.0
  O  O5  1  0.30605906  0.30605906  0.00000000  1.0
",0,0,"# generated using pymatgen
data_RuO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.46974000
_cell_length_b   4.46974000
_cell_length_c   3.09297000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RuO2
_chemical_formula_sum   'Ru2 O4'
_cell_volume   61.79313518
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ru  Ru0  1  0.50000035  0.50000035  0.50000013  1.0
  Ru  Ru1  1  0.00000000  0.00000000  0.00000000  1.0
  O  O2  1  0.80605972  0.19394161  0.50000013  1.0
  O  O3  1  0.19394161  0.80605972  0.50000013  1.0
  O  O4  1  0.69394227  0.69394227  0.00000000  1.0
  O  O5  1  0.30605906  0.30605906  0.00000000  1.0
"
8,0.29250327052770264,JVASP-99585,0,0,Cr1 B2 Mo1,0,"['Cr', 'B', 'Mo']","# generated using pymatgen
data_CrB2Mo
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98629000
_cell_length_b   4.34863500
_cell_length_c   4.34863500
_cell_angle_alpha   40.73020000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrB2Mo
_chemical_formula_sum   'Cr1 B2 Mo1'
_cell_volume   36.84826331
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.49999974  0.00000000  0.26401927  1.0
  B  B1  1  0.00000000  0.00000000  0.06006859  1.0
  B  B2  1  0.49999974  0.00000000  0.83005241  1.0
  Mo  Mo3  1  0.00000000  0.00000000  0.59583739  1.0
",0,0,"# generated using pymatgen
data_CrB2Mo
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98629000
_cell_length_b   4.34863500
_cell_length_c   4.34863500
_cell_angle_alpha   40.73020000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrB2Mo
_chemical_formula_sum   'Cr1 B2 Mo1'
_cell_volume   36.84826331
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.49999974  0.00000000  0.26401927  1.0
  B  B1  1  0.00000000  0.00000000  0.06006859  1.0
  B  B2  1  0.49999974  0.00000000  0.83005241  1.0
  Mo  Mo3  1  0.00000000  0.00000000  0.59583739  1.0
"
9,0.8583951940375792,JVASP-122961,0,0,V1 Os1,0,"['V', 'Os']","# generated using pymatgen
data_VOs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98710000
_cell_length_b   2.98710000
_cell_length_c   2.98710000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VOs
_chemical_formula_sum   'V1 Os1'
_cell_volume   26.65319554
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.50000082  0.50000082  0.50000082  1.0
  Os  Os1  1  0.00000000  0.00000000  0.00000000  1.0
",0,0,"# generated using pymatgen
data_VOs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98710000
_cell_length_b   2.98710000
_cell_length_c   2.98710000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VOs
_chemical_formula_sum   'V1 Os1'
_cell_volume   26.65319554
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.50000082  0.50000082  0.50000082  1.0
  Os  Os1  1  0.00000000  0.00000000  0.00000000  1.0
"
